County Name,Census Tract,Life Expectancy,Lower CI,Upper CI
Thurston,53067011720,82.79,80.98,84.6
Thurston,53067011810,83.28,81.13,85.43
Thurston,53067011821,80.46,78.47,82.45
Thurston,53067011822,80.74,79.17,82.3
Thurston,53067011900,81.15,79.66,82.64
Thurston,53067012000,81.64,80.17,83.11
Thurston,53067012100,83.38,81.86,84.91
Thurston,53067012211,81.56,79.26,83.86
Thurston,53067012212,78.49,77.09,79.9
Thurston,53067012221,82.73,80.89,84.58
Thurston,53067012222,83.37,82.33,84.4
Thurston,53067012310,80.34,79.09,81.59
Thurston,53067012320,76.91,74.24,79.58
Thurston,53067012330,78.57,76.73,80.4
Thurston,53067012411,77.32,75.87,78.76
Thurston,53067012412,79.69,77.88,81.5
Thurston,53067012420,79.8,77.65,81.94
Thurston,53067012510,75.84,73.92,77.75
Thurston,53067012520,79.46,78.09,80.83
Thurston,53067012530,77.66,75.64,79.67
Thurston,53067012610,80.73,79.31,82.15
Thurston,53067012620,78.41,76.48,80.33
Thurston,53067012710,80.3,77.21,83.39
Thurston,53067012720,77.71,76.2,79.23
Thurston,53067012730,80.78,79.57,82
Thurston,53067990100,--,--,--
Wahkiakum,53069950100,81.73,78.42,85.04
Walla Walla,53071920000,81.8,79.88,83.72
Walla Walla,53071920100,79.23,76.75,81.72
Walla Walla,53071920200,83.11,81.23,84.99
Walla Walla,53071920300,81.3,80.04,82.56
Walla Walla,53071920400,--,--,--
Walla Walla,53071920500,76.74,73.47,80.02
Walla Walla,53071920600,76.18,74.43,77.92
Walla Walla,53071920701,81.38,79.28,83.49
Walla Walla,53071920702,82.48,80.43,84.53
Walla Walla,53071920801,82.68,80.69,84.66
Walla Walla,53071920802,80.98,79.06,82.9
Walla Walla,53071920900,85.35,83.91,86.79
Whatcom,53073000100,80.93,79.77,82.09
Whatcom,53073000200,81.04,79.92,82.16
Whatcom,53073000300,76.9,75.42,78.38
Whatcom,53073000400,79.98,78.7,81.27
Whatcom,53073000501,78.5,76.55,80.44
Whatcom,53073000502,84,81.38,86.62
Whatcom,53073000600,--,--,--
Whatcom,53073000700,79.78,77.87,81.68
Whatcom,53073000803,85.61,84.17,87.05
Whatcom,53073000804,85.88,84.33,87.43
Whatcom,53073000805,84.92,83.54,86.3
Whatcom,53073000806,82.21,81.08,83.35
Whatcom,53073000901,83.87,82.21,85.53
Whatcom,53073000902,83.47,82.19,84.75
Whatcom,53073001000,--,--,--
Whatcom,53073001100,86.38,84.62,88.14
Whatcom,53073001201,76.91,74.6,79.23
Whatcom,53073001202,80.38,78.45,82.32
Whatcom,53073010100,78.59,77.16,80.03
Whatcom,53073010200,81.65,80.26,83.04
Whatcom,53073010301,86.24,84.58,87.9
Whatcom,53073010302,86.74,85.06,88.42
Whatcom,53073010303,79.71,78.11,81.32
Whatcom,53073010401,79.87,78.58,81.16
Whatcom,53073010403,83.12,81.28,84.95
Whatcom,53073010404,80.44,78.87,82.01
Whatcom,53073010501,82.04,80.65,83.43
Whatcom,53073010502,80.38,79.01,81.76
Whatcom,53073010600,81.32,79.69,82.94
Whatcom,53073010701,81.67,80.18,83.16
Whatcom,53073010702,80.82,78.85,82.79
Whatcom,53073010900,--,--,--
Whatcom,53073011000,--,--,--
Whatcom,53073940000,72.36,69.76,74.95
Whitman,53075000100,--,--,--
Whitman,53075000200,79.96,78.52,81.39
Whitman,53075000300,82.41,81.05,83.77
Whitman,53075000400,79.65,77.36,81.94
Whitman,53075000500,--,--,--
Whitman,53075000600,--,--,--
Whitman,53075000700,81.09,79.37,82.81
Whitman,53075000800,75.81,73.36,78.26
Whitman,53075000900,77.94,76.23,79.66
Whitman,53075001000,83.05,79.79,86.32
Yakima,53077000100,75.87,72.81,78.92
Yakima,53077000200,72.71,70.56,74.86
Yakima,53077000300,74.56,72.58,76.53
Yakima,53077000400,79.92,78.32,81.53
Yakima,53077000500,75.72,73.85,77.59
Yakima,53077000600,75.88,73.74,78.02
Yakima,53077000700,73.52,71.97,75.07
Yakima,53077000800,78.62,76.4,80.84
Yakima,53077000901,79.78,78.32,81.24
Yakima,53077000902,80.61,78.9,82.32
Yakima,53077001000,79.22,77.41,81.03
Yakima,53077001100,79.19,77.6,80.78
Yakima,53077001201,74.75,72.4,77.1
Yakima,53077001202,78.6,76.73,80.48
Yakima,53077001300,74.55,71.72,77.39
Yakima,53077001400,70.15,68.16,72.14
Yakima,53077001501,76.76,74.71,78.8
Yakima,53077001502,79.38,76.68,82.08
Yakima,53077001601,76.94,73.76,80.12
Yakima,53077001602,83.66,82.33,85
Yakima,53077001701,79.29,76.94,81.64
Yakima,53077001702,80.72,78.98,82.46
Yakima,53077001800,81.05,79.55,82.56
Yakima,53077001901,81.61,79.32,83.89
Yakima,53077001902,82.5,80.6,84.4
Yakima,53077002001,80.2,78.66,81.74
Yakima,53077002002,81.4,79.97,82.84
Yakima,53077002101,78.87,75.71,82.03
Yakima,53077002102,81.85,80.3,83.4
Yakima,53077002200,79.79,78.31,81.28
Yakima,53077002701,83.71,81.01,86.41
Yakima,53077002801,78.83,76.98,80.68
Yakima,53077002802,77.98,76.44,79.53
Yakima,53077002900,80.52,78.97,82.06
Yakima,53077003001,79.41,77.44,81.38
Yakima,53077003002,82.12,79.77,84.48
Yakima,53077003100,83,80.7,85.31
Yakima,53077003200,78.62,77.2,80.03
Yakima,53077003400,76.58,74.03,79.14
Yakima,53077940001,74.48,72.6,76.36
Yakima,53077940002,72.26,70.01,74.5
Yakima,53077940003,72.03,69.26,74.8
Yakima,53077940004,74.9,73.1,76.69
Yakima,53077940005,77.44,75.41,79.48
Yakima,53077940006,78.31,76.17,80.45
,,,,
,,,,
Life Expectancy at Birth,,,,
"Geography: Census Tract, Time Period: 2015-2019",,,,
Created: 5/17/2022,,,,
,,,,
"""**"" indicates data suppression to protect confidentiality.",,,,
,,,,
"""--"" indicates no data collected.",,,,
,,,,
"""NR"" indicates data are not reliable.",,,,
